PR,CARUID,PRSAD,YEAR,CROP,SEEDED,ESEED,HARV,EHARV,PERHARV,YIELD,YLDLBS,EYIELD,PRODN,PRDLBS,EPRODN,NYIELD,NYLDLBS,NEYIELD,PPYIELD,CSAD
35,3504,3504,1990,Oats,42800,17300,40900,16600,0.955607477,72,-99,2700,2947,-99,45400,72.1,-99,2735,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1990,"Wheat, all",13200,5400,12600,5100,0.954545455,54.8,-99,3700,691,-99,18800,54.8,-99,3686,0.00,Eastern Ontario Region 4 - Ontario
35,3505,3505,1990,Barley,33600,13600,32900,13300,0.979166667,63.5,-99,3400,2086,-99,45400,63.4,-99,3414,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1990,Corn for grain,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1990,Oats,20200,8200,19300,7800,0.955445545,68.3,-99,2600,1317,-99,20300,68.2,-99,2603,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1990,"Wheat, all",2400,1000,2300,900,0.958333333,49,-99,3400,112,-99,3100,48.7,-99,3444,0.01,Northern Ontario Region 5 - Ontario
35,all,all,1990,Barley,450000,182100,440000,178100,0.977777778,60.7,-99,3300,26700,-99,581300,60.7,-99,3264,-0.01,Ontario
35,all,all,1990,Corn for grain,1830000,740600,1750000,708200,0.956284153,112,-99,7000,196000,-99,4978600,112.0,-99,7030,0.00,Ontario
35,all,all,1990,Oats,230000,93100,220000,89000,0.956521739,62.3,-99,2400,13700,-99,211300,62.3,-99,2374,-0.01,Ontario
35,all,all,1990,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Ontario
35,all,all,1990,"Wheat, all",870000,352100,830000,335900,0.954022989,62.8,-99,4200,52100,-99,1418400,62.8,-99,4223,0.01,Ontario
35,3501,3501,1991,Barley,44400,18000,44400,18000,1,49.3,-99,2700,2191,-99,47700,49.3,-99,2650,-0.02,Southern Ontario Region 1 - Ontario
35,3501,3501,1991,Corn for grain,1007600,407800,1007600,407800,1,111,-99,7000,111842,-99,2840900,111.0,-99,6966,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1991,Oats,44900,18200,31300,12700,0.697104677,48.4,-99,1800,1514,-99,23400,48.4,-99,1843,0.02,Southern Ontario Region 1 - Ontario
35,3501,3501,1991,Soybeans,1057400,427900,1057400,427900,1,36.1,-99,2400,38152,-99,1038300,36.1,-99,2427,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1991,"Wheat, all",235200,95200,223200,90300,0.948979592,55.3,-99,3700,12349,-99,336300,55.3,-99,3724,0.01,Southern Ontario Region 1 - Ontario
35,3502,3502,1991,Barley,258100,104500,248500,100600,0.962805114,56,-99,3000,13912,-99,302900,56.0,-99,3011,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1991,Corn for grain,517100,209300,517100,209300,1,128.4,-99,8100,66415,-99,1687000,128.4,-99,8060,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1991,Oats,45300,18300,45300,18300,1,62,-99,2400,2810,-99,43300,62.0,-99,2366,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1991,Soybeans,249300,100900,249300,100900,1,41.5,-99,2800,10355,-99,281800,41.5,-99,2793,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1991,"Wheat, all",164400,66500,156000,63100,0.948905109,49.8,-99,3400,7773,-99,211400,49.8,-99,3350,-0.01,Western Ontario Region 2 - Ontario
35,3503,3503,1991,Barley,52600,21300,47100,19100,0.895437262,45.7,-99,2500,2150,-99,46800,45.6,-99,2450,-0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1991,Corn for grain,162200,65600,162200,65600,1,73,-99,4600,11832,-99,300500,72.9,-99,4581,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,1991,Oats,39300,15900,30600,12400,0.778625954,50.9,-99,1900,1558,-99,24000,50.9,-99,1935,0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1991,Soybeans,67600,27400,67600,27400,1,24.2,-99,1600,1635,-99,44500,24.2,-99,1624,0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1991,"Wheat, all",52600,21300,49900,20200,0.948669202,42.4,-99,2800,2115,-99,57500,42.4,-99,2847,0.02,Central Ontario Region 3 - Ontario
35,3504,3504,1991,Barley,90900,36800,89200,36100,0.98129813,50.5,-99,2700,4507,-99,98100,50.5,-99,2717,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1991,Corn for grain,204100,82600,204100,82600,1,92.6,-99,5800,18910,-99,480300,92.7,-99,5815,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1991,Oats,41700,16900,37800,15300,0.90647482,57.5,-99,2200,2173,-99,33500,57.5,-99,2190,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1991,Soybeans,34500,14000,34500,14000,1,24.7,-99,1700,850,-99,23100,24.6,-99,1650,-0.03,Eastern Ontario Region 4 - Ontario
35,3504,3504,1991,"Wheat, all",12400,5000,11800,4800,0.951612903,40.1,-99,2700,473,-99,12800,40.1,-99,2667,-0.01,Eastern Ontario Region 4 - Ontario
35,3505,3505,1991,Barley,40800,16500,40800,16500,1,59.8,-99,3200,2441,-99,53100,59.8,-99,3218,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1991,Corn for grain,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1991,Oats,15100,6100,15100,6100,1,56,-99,2100,845,-99,13000,56.0,-99,2131,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1991,Soybeans,300,100,300,100,1,26,-99,2000,7,-99,200,23.3,-99,2000,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1991,"Wheat, all",5500,2200,5300,2100,0.963636364,35.8,-99,2400,190,-99,5100,35.8,-99,2429,0.01,Northern Ontario Region 5 - Ontario
35,all,all,1991,Barley,486800,197000,470000,190200,0.965488907,53.6,-99,2900,25200,-99,548700,53.6,-99,2885,-0.01,Ontario
35,all,all,1991,Corn for grain,1891700,765500,1891700,765500,1,110.5,-99,6900,209000,-99,5308800,110.5,-99,6935,0.01,Ontario
35,all,all,1991,Oats,186400,75400,160000,64700,0.858369099,55.6,-99,2100,8900,-99,137300,55.6,-99,2122,0.01,Ontario
35,all,all,1991,Soybeans,1409100,570200,1409100,570200,1,36.2,-99,2400,51000,-99,1388000,36.2,-99,2434,0.01,Ontario
35,all,all,1991,"Wheat, all",470100,190200,446100,180500,0.948947033,51.3,-99,3500,22900,-99,623100,51.3,-99,3452,-0.01,Ontario
35,3501,3501,1992,Barley,37600,15200,36700,14900,0.97606383,58.7,-99,3200,2156,-99,46900,58.7,-99,3148,-0.02,Southern Ontario Region 1 - Ontario
35,3501,3501,1992,Corn for grain,959100,388200,765200,309700,0.7978313,103.7,-99,6500,79317,-99,1982900,103.7,-99,6403,-0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1992,Oats,35800,14500,35800,14500,1,68.8,-99,2600,2462,-99,38000,68.8,-99,2621,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1992,Soybeans,1106400,447700,1068800,432500,0.966015907,35.1,-99,2400,37564,-99,1022300,35.1,-99,2364,-0.02,Southern Ontario Region 1 - Ontario
35,3501,3501,1992,"Wheat, all",446500,180700,434300,175700,0.972676372,69,-99,4600,29966,-99,815500,69.0,-99,4641,0.01,Southern Ontario Region 1 - Ontario
35,3502,3502,1992,Barley,201400,81500,196900,79700,0.977656405,77.1,-99,4200,15188,-99,330700,77.1,-99,4149,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1992,Corn for grain,496600,201000,379300,153600,0.763793798,88.5,-99,5600,33560,-99,839600,88.5,-99,5466,-0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1992,Oats,52800,21400,52800,21400,1,67.1,-99,2600,3541,-99,54600,67.1,-99,2551,-0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1992,Soybeans,294600,119200,286500,115900,0.972505092,32.1,-99,2200,9197,-99,250300,32.1,-99,2160,-0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1992,"Wheat, all",204300,82700,201000,81300,0.983847283,69.7,-99,4700,14017,-99,381500,69.7,-99,4692,0.00,Western Ontario Region 2 - Ontario
35,3503,3503,1992,Barley,41900,16900,40900,16600,0.976133652,57.6,-99,3100,2357,-99,51300,57.6,-99,3090,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,1992,Corn for grain,136000,55000,106700,43300,0.784558824,87.7,-99,5500,9351,-99,233700,87.6,-99,5397,-0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1992,Oats,45300,18300,35600,14400,0.785871965,56.9,-99,2200,2025,-99,31200,56.9,-99,2167,-0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1992,Soybeans,65600,26500,62800,25400,0.957317073,31.5,-99,2100,1976,-99,53800,31.5,-99,2118,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1992,"Wheat, all",43000,17400,40900,16600,0.951162791,55.8,-99,3800,2284,-99,62200,55.8,-99,3747,-0.01,Central Ontario Region 3 - Ontario
35,3504,3504,1992,Barley,112400,45500,109800,44400,0.976868327,56.4,-99,3000,6197,-99,134900,56.4,-99,3038,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1992,Corn for grain,188000,76000,148600,60200,0.790425532,92.4,-99,5800,13726,-99,343200,92.4,-99,5701,-0.02,Eastern Ontario Region 4 - Ontario
35,3504,3504,1992,Oats,38800,15700,38300,15500,0.987113402,62.2,-99,2400,2381,-99,36700,62.2,-99,2368,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1992,Soybeans,33400,13500,31900,12900,0.95508982,39.6,-99,2700,1263,-99,34400,39.6,-99,2667,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1992,"Wheat, all",11300,4600,11000,4400,0.973451327,47,-99,3200,515,-99,14000,46.8,-99,3182,-0.01,Eastern Ontario Region 4 - Ontario
35,3505,3505,1992,Barley,46700,18900,45700,18500,0.978586724,67.9,-99,3700,3103,-99,67600,67.9,-99,3654,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1992,Corn for grain,500,200,500,200,1,109.5,-99,3000,55,-99,600,110.0,-99,3000,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1992,Oats,27300,11000,17500,7100,0.641025641,62.3,-99,2400,1092,-99,16800,62.4,-99,2366,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1992,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1992,"Wheat, all",4900,2000,2900,1200,0.591836735,40.8,-99,2700,119,-99,3200,41.0,-99,2667,-0.01,Northern Ontario Region 5 - Ontario
35,all,all,1992,Barley,440000,178100,430000,174000,0.977272727,67.4,-99,3600,29000,-99,631400,67.4,-99,3629,0.01,Ontario
35,all,all,1992,Corn for grain,1780000,720300,1400000,567000,0.786516854,97.1,-99,6000,136000,-99,3400000,97.1,-99,5996,0.00,Ontario
35,all,all,1992,Oats,200000,80900,180000,72800,0.9,63.9,-99,2400,11500,-99,177400,63.9,-99,2437,0.02,Ontario
35,all,all,1992,Soybeans,1500000,607000,1450000,586800,0.966666667,34.5,-99,2300,50000,-99,1360800,34.5,-99,2319,0.01,Ontario
35,all,all,1992,"Wheat, all",755000,305500,735000,297400,0.973509934,66.5,-99,4500,48900,-99,1330800,66.5,-99,4475,-0.01,Ontario
35,3501,3501,1993,Barley,36900,15000,35300,14300,0.956639566,58.3,-99,3100,2060,-99,44900,58.4,-99,3140,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1993,Corn for grain,911700,368900,896500,362800,0.983327849,118.9,-99,7500,107740,-99,2736700,120.2,-99,7543,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1993,Oats,51100,20700,48900,19800,0.956947162,58.8,-99,2200,2879,-99,44400,58.9,-99,2242,0.02,Southern Ontario Region 1 - Ontario
35,3501,3501,1993,Soybeans,1279600,517700,1270700,514200,0.993044701,39.7,-99,2600,49639,-99,1351000,39.1,-99,2627,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1993,"Wheat, all",275100,111300,226600,91700,0.823700473,53.9,-99,3600,12203,-99,332100,53.9,-99,3622,0.01,Southern Ontario Region 1 - Ontario
35,3502,3502,1993,Barley,219800,88900,210700,85200,0.958598726,58.9,-99,3200,12410,-99,270200,58.9,-99,3171,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1993,Corn for grain,529600,214300,520900,210700,0.983572508,100.8,-99,6300,53069,-99,1348000,101.9,-99,6398,0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1993,Oats,48700,19700,47300,19100,0.971252567,65.8,-99,2500,3113,-99,48000,65.8,-99,2513,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1993,Soybeans,326800,132300,326800,132300,1,37,-99,2500,12237,-99,333000,37.4,-99,2517,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1993,"Wheat, all",168600,68200,149600,60500,0.887307236,54.2,-99,3600,8104,-99,220500,54.2,-99,3645,0.01,Western Ontario Region 2 - Ontario
35,3503,3503,1993,Barley,48900,19800,48300,19500,0.987730061,58.3,-99,3100,2813,-99,61200,58.2,-99,3138,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1993,Corn for grain,146800,59400,144600,58500,0.985013624,82.9,-99,5200,12104,-99,307500,83.7,-99,5256,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1993,Oats,30600,12400,28900,11700,0.944444444,56.1,-99,2100,1624,-99,25000,56.2,-99,2137,0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1993,Soybeans,94000,38100,92900,37600,0.988297872,33.7,-99,2300,3163,-99,86100,34.0,-99,2290,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,1993,"Wheat, all",43400,17600,38500,15600,0.887096774,51.4,-99,3500,1977,-99,53800,51.4,-99,3449,-0.01,Central Ontario Region 3 - Ontario
35,3504,3504,1993,Barley,82000,33200,78000,31600,0.951219512,54.3,-99,2900,4239,-99,92300,54.3,-99,2921,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1993,Corn for grain,190900,77300,187900,76100,0.984284966,90,-99,5600,17079,-99,433800,90.9,-99,5700,0.02,Eastern Ontario Region 4 - Ontario
35,3504,3504,1993,Oats,23900,9700,20300,8200,0.849372385,52.6,-99,2000,1069,-99,16500,52.7,-99,2012,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1993,Soybeans,49600,20100,49600,20100,1,39.2,-99,2600,1961,-99,53400,39.5,-99,2657,0.02,Eastern Ontario Region 4 - Ontario
35,3504,3504,1993,"Wheat, all",19500,7900,17300,7000,0.887179487,43.2,-99,2900,749,-99,20400,43.3,-99,2914,0.00,Eastern Ontario Region 4 - Ontario
35,3505,3505,1993,Barley,32400,13100,27700,11200,0.854938272,53.3,-99,2900,1478,-99,32200,53.4,-99,2875,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1993,Corn for grain,1000,400,100,400,0.1,79,-99,5000,8,-99,200,80.0,-99,500,-0.90,Northern Ontario Region 5 - Ontario
35,3505,3505,1993,Oats,10700,4300,9500,3800,0.887850467,49.2,-99,1900,467,-99,7200,49.2,-99,1895,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1993,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1993,"Wheat, all",3300,1300,3000,1200,0.909090909,38.9,-99,2700,118,-99,3200,39.3,-99,2667,-0.01,Northern Ontario Region 5 - Ontario
35,all,all,1993,Barley,420000,170000,400000,161900,0.952380952,57.5,-99,3100,23000,-99,500800,57.5,-99,3093,0.00,Ontario
35,all,all,1993,Corn for grain,1780000,720300,1750000,708200,0.983146067,108.6,-99,6800,190000,-99,4826200,108.6,-99,6815,0.00,Ontario
35,all,all,1993,Oats,165000,66800,155000,62700,0.939393939,59,-99,2300,9150,-99,141100,59.0,-99,2250,-0.02,Ontario
35,all,all,1993,Soybeans,1750000,708200,1740000,704200,0.994285714,38.5,-99,2600,67000,-99,1823400,38.5,-99,2589,0.00,Ontario
35,all,all,1993,"Wheat, all",555000,224600,480000,194200,0.864864865,52.1,-99,3500,25000,-99,680300,52.1,-99,3503,0.00,Ontario
35,3501,3501,1994,Barley,20000,8100,20000,8100,1,61.6,-99,3300,1231,-99,26800,61.6,-99,3309,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1994,Corn for grain,824400,333700,814500,329600,0.987991266,135.3,-99,8500,110252,-99,2800500,135.4,-99,8497,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1994,Oats,37700,15300,35200,14300,0.933687003,60.7,-99,2300,2139,-99,33100,60.8,-99,2315,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1994,Soybeans,1287700,521100,1287700,521100,1,41.1,-99,2800,52922,-99,1440300,41.1,-99,2764,-0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1994,"Wheat, all",407200,164800,391600,158500,0.961689587,64.1,-99,4300,25118,-99,683600,64.1,-99,4313,0.00,Southern Ontario Region 1 - Ontario
35,3502,3502,1994,Barley,185200,74900,181500,73500,0.980021598,62.2,-99,3300,11288,-99,245800,62.2,-99,3344,0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1994,Corn for grain,498300,201700,492300,199300,0.987959061,111.9,-99,7000,55120,-99,1400100,112.0,-99,7025,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1994,Oats,34100,13800,32900,13300,0.964809384,61.6,-99,2300,2024,-99,31300,61.5,-99,2353,0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1994,Soybeans,400800,162200,400800,162200,1,40,-99,2700,16035,-99,436400,40.0,-99,2691,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1994,"Wheat, all",232100,93900,228700,92500,0.985351142,66.2,-99,4500,15141,-99,412100,66.2,-99,4455,-0.01,Western Ontario Region 2 - Ontario
35,3503,3503,1994,Barley,44600,18000,43900,17800,0.984304933,55,-99,3000,2418,-99,52600,55.1,-99,2955,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1994,Corn for grain,154600,62600,152700,61800,0.98771022,97.7,-99,6100,14945,-99,379600,97.9,-99,6142,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1994,Oats,19800,8000,18900,7700,0.954545455,54.7,-99,2100,1034,-99,15900,54.7,-99,2065,-0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1994,Soybeans,115700,46800,115700,46800,1,35.1,-99,2400,4062,-99,110500,35.1,-99,2361,-0.02,Central Ontario Region 3 - Ontario
35,3503,3503,1994,"Wheat, all",70800,28600,70200,28400,0.991525424,55.5,-99,3700,3894,-99,106000,55.5,-99,3732,0.01,Central Ontario Region 3 - Ontario
35,3504,3504,1994,Barley,65700,26600,63000,25500,0.95890411,56.8,-99,3100,3578,-99,77900,56.8,-99,3055,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1994,Corn for grain,181300,73400,179100,72500,0.987865416,98.2,-99,6200,17602,-99,447100,98.3,-99,6167,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1994,Oats,19200,7800,14700,5900,0.765625,51.2,-99,1900,751,-99,11600,51.1,-99,1966,0.03,Eastern Ontario Region 4 - Ontario
35,3504,3504,1994,Soybeans,70500,28500,70500,28500,1,42.1,-99,2800,2968,-99,80800,42.1,-99,2835,0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1994,"Wheat, all",14800,6000,14400,5800,0.972972973,44.5,-99,3000,642,-99,17500,44.6,-99,3017,0.01,Eastern Ontario Region 4 - Ontario
35,3505,3505,1994,Barley,34500,14000,31600,12800,0.915942029,62.8,-99,3400,1985,-99,43200,62.8,-99,3375,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1994,Corn for grain,1500,600,1400,600,0.933333333,58.6,-99,3300,83,-99,2100,59.3,-99,3500,0.06,Northern Ontario Region 5 - Ontario
35,3505,3505,1994,Oats,9300,3700,8300,3400,0.892473118,66.4,-99,2500,552,-99,8500,66.5,-99,2500,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1994,Soybeans,300,100,300,100,1,51.1,-99,4000,14,-99,400,46.7,-99,4000,0.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1994,"Wheat, all",5100,2100,5100,2100,1,39.9,-99,2600,204,-99,5500,40.0,-99,2619,0.01,Northern Ontario Region 5 - Ontario
35,all,all,1994,Barley,350000,141600,340000,137600,0.971428571,60.3,-99,3200,20500,-99,446300,60.3,-99,3243,0.01,Ontario
35,all,all,1994,Corn for grain,1660000,671800,1640000,663700,0.987951807,120.7,-99,7600,198000,-99,5029400,120.7,-99,7578,0.00,Ontario
35,all,all,1994,Oats,120000,48600,110000,44500,0.916666667,59.1,-99,2300,6500,-99,100200,59.1,-99,2252,-0.02,Ontario
35,all,all,1994,Soybeans,1875000,758800,1875000,758800,1,40.5,-99,2700,76000,-99,2068400,40.5,-99,2726,0.01,Ontario
35,all,all,1994,"Wheat, all",760000,307500,740000,299400,0.973684211,62.6,-99,4200,46300,-99,1260100,62.6,-99,4209,0.00,Ontario
35,3501,3501,1995,Barley,17000,6900,16800,6800,0.988235294,63.9,-99,3400,1071,-99,23300,63.8,-99,3426,0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1995,Corn for grain,927500,375400,924800,374200,0.997088949,116.3,-99,7300,107566,-99,2732300,116.3,-99,7302,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1995,Oats,32900,13300,32600,13200,0.990881459,57.9,-99,2200,1889,-99,29100,57.9,-99,2205,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1995,Soybeans,1242700,502900,1242200,502700,0.99959765,41.8,-99,2800,51907,-99,1412700,41.8,-99,2810,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1995,"Wheat, all",411000,166300,409200,165600,0.995620438,71.9,-99,4800,29441,-99,801200,71.9,-99,4838,0.01,Southern Ontario Region 1 - Ontario
35,3502,3502,1995,Barley,168600,68200,166400,67300,0.986951364,61.6,-99,3300,10245,-99,223100,61.6,-99,3315,0.00,Western Ontario Region 2 - Ontario
35,3502,3502,1995,Corn for grain,473800,191700,473300,191500,0.998944702,123.6,-99,7800,58493,-99,1485800,123.6,-99,7759,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1995,Oats,27400,11100,26500,10700,0.967153285,64.3,-99,2400,1703,-99,26300,64.3,-99,2458,0.02,Western Ontario Region 2 - Ontario
35,3502,3502,1995,Soybeans,371100,150200,370900,150100,0.999461062,42.7,-99,2900,15821,-99,430600,42.7,-99,2869,-0.01,Western Ontario Region 2 - Ontario
35,3502,3502,1995,"Wheat, all",239500,96900,237400,96100,0.991231733,67.9,-99,4600,16123,-99,438800,67.9,-99,4566,-0.01,Western Ontario Region 2 - Ontario
35,3503,3503,1995,Barley,47100,19100,44400,18000,0.942675159,57.2,-99,3100,2541,-99,55300,57.2,-99,3072,-0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1995,Corn for grain,139000,56200,137800,55800,0.991366906,97.7,-99,6100,13464,-99,342000,97.7,-99,6129,0.00,Central Ontario Region 3 - Ontario
35,3503,3503,1995,Oats,16200,6600,14700,6000,0.907407407,59.2,-99,2300,872,-99,13400,59.3,-99,2233,-0.03,Central Ontario Region 3 - Ontario
35,3503,3503,1995,Soybeans,117700,47700,114100,46200,0.969413764,33,-99,2200,3763,-99,102400,33.0,-99,2216,0.01,Central Ontario Region 3 - Ontario
35,3503,3503,1995,"Wheat, all",68300,27600,67100,27100,0.982430454,54.8,-99,3700,3672,-99,99900,54.7,-99,3686,0.00,Central Ontario Region 3 - Ontario
35,3504,3504,1995,Barley,68400,27700,66100,26700,0.966374269,57.6,-99,3100,3804,-99,82800,57.5,-99,3101,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1995,Corn for grain,189300,76600,188800,76400,0.99735869,118.9,-99,7500,22445,-99,570100,118.9,-99,7462,-0.01,Eastern Ontario Region 4 - Ontario
35,3504,3504,1995,Oats,19100,7700,17800,7200,0.931937173,54.8,-99,2100,979,-99,15100,55.0,-99,2097,0.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1995,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Eastern Ontario Region 4 - Ontario
35,3504,3504,1995,"Wheat, all",18800,7600,18800,7600,1,49.3,-99,3300,925,-99,25200,49.2,-99,3316,0.00,Eastern Ontario Region 4 - Ontario
35,3505,3505,1995,Barley,28800,11700,26400,10700,0.916666667,58.3,-99,3100,1539,-99,33500,58.3,-99,3131,0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1995,Corn for grain,400,200,400,200,1,84.4,-99,5300,35,-99,900,87.5,-99,4500,-0.15,Northern Ontario Region 5 - Ontario
35,3505,3505,1995,Oats,9300,3800,8300,3400,0.892473118,55.3,-99,2100,458,-99,7100,55.2,-99,2088,-0.01,Northern Ontario Region 5 - Ontario
35,3505,3505,1995,Soybeans,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99.0,-99,-99,-99.00,Northern Ontario Region 5 - Ontario
35,3505,3505,1995,"Wheat, all",2500,1000,2500,1000,1,36.5,-99,2500,90,-99,2500,36.0,-99,2500,0.00,Northern Ontario Region 5 - Ontario
35,all,all,1995,Barley,330000,133500,320000,129500,0.96969697,60,-99,3200,19200,-99,418000,60.0,-99,3228,0.01,Ontario
35,all,all,1995,Corn for grain,1730000,700100,1725000,698100,0.997109827,117.1,-99,7300,202000,-99,5131000,117.1,-99,7350,0.01,Ontario
35,all,all,1995,Oats,105000,42500,100000,40500,0.952380952,59,-99,2200,5900,-99,91000,59.0,-99,2247,0.02,Ontario
35,all,all,1995,Soybeans,1820000,736500,1815000,734500,0.997252747,41.3,-99,2800,75000,-99,2041200,41.3,-99,2779,-0.01,Ontario
35,all,all,1995,"Wheat, all",740000,299500,735000,297500,0.993243243,68.4,-99,4600,50250,-99,1367600,68.4,-99,4597,0.00,Ontario
35,3501,3501,1996,Barley,14400,5800,13000,5300,0.902777778,47.7,-99,2600,620,-99,13500,47.7,-99,2547,-0.02,Southern Ontario Region 1 - Ontario
35,3501,3501,1996,Corn for grain,946300,383000,897300,363100,0.948219381,112.8,-99,7100,101167,-99,2569800,112.7,-99,7077,0.00,Southern Ontario Region 1 - Ontario
35,3501,3501,1996,Oats,25400,10300,23700,9600,0.933070866,45.9,-99,1800,1089,-99,16800,45.9,-99,1750,-0.03,Southern Ontario Region 1 - Ontario
35,3501,3501,1996,Soybeans,1275000,516000,1261400,510500,0.989333333,36.7,-99,2500,46314,-99,1260500,36.7,-99,2469,-0.01,Southern Ontario Region 1 - Ontario
35,3501,3501,1996,"Wheat, all",467200,189100,422100,170800,0.903467466,39.8,-99,2700,16812,-99,457600,39.8,-99,2679,-0.01,Southern Ontario Region 1 - Ontario
