
Year,ID,Province,Soil Type,Group,Crop ID,Crop,"unit (bu, t, etc)",Yield,Crop Price,Seed,Fertilizer,Chemical,Trucking and Marketing,Fuel Oil Lube,Machinery Repairs,Crop Insurance,Building Repairs,Custom Work,Labour,Utilities,Operating Interest,Fixed Cost $/Acre,Variable Cost $/acre,Total Costs $/Acre,Notes,Source
2021,71,Manitoba,Black,Small-grain cereals,3,Wheat,bu,63,5.75,27,76.9,47.23,0,21.8,12.88,14.72,0,0,4.8,7.75,5.29,136.6,240.52,401.12,Other Spring,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,72,Manitoba,Black,Small-grain cereals,5,Barley,bu,80,4.75,18,62.53,51.5,0,23.3,12.88,14.65,0,0,4.8,7.75,4.94,136.6,224.44,385.03,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,73,Manitoba,Black,Small-grain cereals,7,Oats,bu,110,3.75,19.38,57.42,19.63,0,25.79,12.88,17.47,0,0,4.8,7.75,4.33,136.6,196.94,357.54,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,74,Manitoba,Black,Oilseeds,20,Canola,bu,45,11.25,67.5,88.16,30.91,0,20.82,12.88,14.12,0,0,4.8,7.75,6.01,136.6,273.06,433.66,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,75,Manitoba,Black,Oilseeds,22,Flax,bu,25,14,25.2,38.44,35.13,0,19.67,12.88,16.67,0,0,4.8,7.75,4.01,136.6,182.39,342.99,Flaxseed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,76,Manitoba,Black,Pulse crops,25,Soybean,bu,37,11.4,93.38,23.88,10.47,0,18.71,12.88,20.41,0,0,4.8,7.75,4.76,136.6,216.25,376.84,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,77,Manitoba,Black,Pulse crops,26,Beans (dry field),lb,1900,0.33,82.5,47.74,96.23,0,17.5,12.88,33.77,0,0,4.8,7.75,7.24,141.98,329.01,494.99,Pinto,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,78,Manitoba,Black,Pulse crops,27,Whitebeans,lb,1750,0.35,78.1,52.39,100.39,0,17.3,12.88,30.5,0,0,4.8,7.75,7.25,141.98,329.66,495.65,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,79,Manitoba,Black,Other field crops,37,Sunflower seed,lb,1700,0.3,49.5,72.58,72.32,0,21.03,29.88,32.62,0,0,4.8,17.75,7.27,144.68,330.47,499.14,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,80,Manitoba,Black,Cover crops,57,Barley (Hordeum vulgare),bu,80,4.75,18,62.53,51.5,0,23.3,12.88,14.65,0,0,4.8,7.75,4.94,136.6,224.44,385.03,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,81,Manitoba,Black,Cover crops,58,Oat (Avena sativa),bu,110,3.75,19.38,57.42,19.63,0,25.79,12.88,17.47,0,0,4.8,7.75,4.33,136.6,196.94,357.54,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,82,Manitoba,Black,Cover crops,61,Flax (Linum usitatissimum),bu,25,14,25.2,38.44,35.13,0,19.67,12.88,16.67,0,0,4.8,7.75,4.01,136.6,182.39,342.99,Flaxseed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,83,Manitoba,Black,Cover crops,67,Winter wheat (Triticum aestivum),bu,67,5.75,25,79.22,30.98,0,22.13,12.88,12.74,0,0,4.8,7.75,4.91,136.6,223.02,383.62,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2021,84,Manitoba,Black,Cover crops,68,(Fall) Rye,bu,73,5.25,12,93.17,7.5,0,18.81,12.88,18.03,0,0,4.8,7.75,4.46,136.6,202.69,363.28,Hybrid,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Manitoba\manitoba 2021 crop production cost estimator.pdf
2020,85,Alberta,Brown,Small-grain cereals,1,Summer fallow,,,,,,12.07,,7.73,9.38,,1.04,0,10.22,2.6,0.6,80.87,43.64,124.51,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,86,Alberta,Black,Small-grain cereals,3,Wheat,bu,65,6.7,25.88,59,36.12,22.87,19.74,17.7,16.16,2.14,1.71,18.62,10.34,6.05,154.98,236.32,391.3,CPS,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,87,Alberta,Brown,Small-grain cereals,3,Wheat,bu,38,6.7,23,37,35.37,13.37,15.01,15.36,14.67,1.56,4.08,21.45,10.34,4.77,91.99,195.98,287.97,Spring,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,88,Alberta,Dark Brown,Small-grain cereals,3,Wheat,bu,44,6.7,23,44.5,35.37,15.48,13.15,12.76,15.78,1.04,2.04,12.77,10.34,5.14,98.13,191.38,289.51,Spring,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,89,Alberta,Grey-Wooded,Small-grain cereals,3,Wheat,bu,58,6.5,25.88,56.5,33.43,20.41,26.8,17.71,21.47,1.04,5.1,21.96,10.34,5.79,155.91,246.44,402.35,Spring,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,90,Alberta,Irrigated,Small-grain cereals,3,Wheat,bu,96,6.7,28.75,72,38.28,33.78,24.77,29.69,13.43,2.08,8.17,30.65,13.46,6.95,302.71,324.62,627.33,Spring,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,91,Alberta,Black,Small-grain cereals,3,Wheat,bu,72,5.5,25.88,59,36.12,25.33,17.87,17.44,18.71,5.36,1.71,22.76,10.34,6.05,154.98,246.56,401.54,CPS,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,92,Alberta,Brown,Small-grain cereals,3,Wheat,bu,40,5.75,23,37,35.37,14.07,14.25,11.72,18.04,2.6,1.53,17.88,10.34,4.77,91.99,190.57,282.56,CPS,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,93,Alberta,Dark Brown,Small-grain cereals,3,Wheat,bu,49,5.75,23,44.5,35.37,17.24,15.02,13.02,18.8,1.56,3.06,13.28,10.34,5.14,98.13,200.34,298.47,CPS,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,94,Alberta,Grey-Wooded,Small-grain cereals,3,Wheat,bu,70,5.75,25.88,56.5,33.43,24.63,24.54,15.36,22.34,2.6,5.36,20.94,10.34,5.79,155.91,247.72,403.63,CPS,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,95,Alberta,Irrigated,Small-grain cereals,3,Wheat,bu,105,5.75,28.75,72,38.28,36.95,26.79,27.34,17.71,2.08,8.17,31.67,13.46,6.95,302.71,333.27,635.98,CPS,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,96,Alberta,Irrigated,Small-grain cereals,3,Wheat,bu,111,5.25,26.44,77,38.28,39.06,28.01,27.6,11.35,2.08,9.19,31.67,13.46,7.09,302.71,334.34,637.05,Soft,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,97,Alberta,Grey-Wooded (Peace Region),Small-grain cereals,3,Wheat,bu,56,6,23,49.5,33.43,19.7,28.61,12.5,17.78,3.91,3.06,18.39,10.34,5.3,123.27,225.52,348.79,Spring,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,98,Alberta,Grey-Wooded (Peace Region),Small-grain cereals,3,Wheat,bu,65,5.5,23,49.5,33.43,22.87,29.34,12.5,19.56,3.13,3.06,18.39,10.34,5.3,123.27,230.41,353.68,CPS,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,99,Alberta,Brown,Small-grain cereals,4,Durum Wheat,bu,40,6.75,33,37,35.37,14.07,14.43,12.5,15.21,1.3,3.57,17.88,8.96,5.27,91.99,198.56,290.55,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,100,Alberta,Dark Brown,Small-grain cereals,4,Durum Wheat,bu,41,6.7,33,44.5,35.37,14.43,15.47,11.46,16.35,1.04,3.06,11.75,8.96,5.64,98.13,201.02,299.15,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,101,Alberta,Irrigated,Small-grain cereals,4,Durum Wheat,bu,103,6.7,37.13,72,38.28,36.24,26.89,30.21,16.64,2.08,9.19,31.92,13.46,7.37,302.71,344.29,647,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,102,Alberta,Black,Small-grain cereals,5,Barley,bu,83,5.25,25.88,62,36.12,23.9,20.54,17.19,17.43,5.89,2.56,24.31,10.34,6.2,154.98,252.35,407.33,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,103,Alberta,Black,Small-grain cereals,5,Barley,bu,85,4.25,23.18,59,18.66,24.47,18.67,13.85,14.35,2.14,1.92,15,10.34,5.04,154.98,206.62,361.6,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,104,Alberta,Brown,Small-grain cereals,5,Barley,bu,53,5.25,23,48,35.37,15.26,14.8,8.33,15.08,1.04,2.55,16.35,8.96,5.32,91.99,194.05,286.04,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,105,Alberta,Brown,Small-grain cereals,5,Barley,bu,53,4.7,20.6,44.5,18.77,15.26,13.87,8.85,13.45,1.04,4.08,16.35,8.96,4.19,91.99,169.93,261.92,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,106,Alberta,Dark Brown,Small-grain cereals,5,Barley,bu,63,5.25,23,55,35.37,18.14,14.23,13.02,16.9,2.6,6.12,13.28,8.96,5.67,98.13,212.28,310.41,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,107,Alberta,Dark Brown,Small-grain cereals,5,Barley,bu,63,4,20.6,49.5,18.77,18.14,13.34,12.5,11.51,2.08,6.12,12.51,8.96,4.44,98.13,178.48,276.61,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,108,Alberta,Grey-Wooded,Small-grain cereals,5,Barley,bu,78,5.25,25.88,59.5,33.43,22.46,25.19,17.71,21.08,2.08,5.61,20.18,10.34,5.94,155.91,249.39,405.3,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,109,Alberta,Grey-Wooded,Small-grain cereals,5,Barley,bu,78,4.15,23.18,59,18.77,22.46,21.59,14.58,17.72,2.6,5.61,21.45,10.34,5.05,155.91,222.35,378.26,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,110,Alberta,Grey-Wooded (Peace Region),Small-grain cereals,5,Barley,bu,76,4.75,23,50.5,33.43,21.88,34.71,12.5,18.39,2.08,6.38,18.9,10.34,5.35,123.27,237.46,360.73,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,111,Alberta,Grey-Wooded (Peace Region),Small-grain cereals,5,Barley,bu,76,3.7,20.6,49.5,18.77,21.88,30.23,11.46,15.37,2.08,6.12,17.37,10.34,4.44,123.27,208.18,331.45,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,112,Alberta,Irrigated,Small-grain cereals,5,Barley,bu,125,5.25,28.75,62,38.28,35.99,31.3,30.11,13.22,2.08,12.76,34.73,13.46,6.45,302.71,327.95,630.66,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,113,Alberta,Irrigated,Small-grain cereals,5,Barley,bu,125,4.7,25.75,72,22.84,35.99,29.34,28.91,13.22,2.08,12.25,34.73,13.46,6.03,302.71,315.41,618.12,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,114,Alberta,Grey-Wooded (Peace Region),Oilseeds,20,Canola,bu,26,10.2,23,51.5,15.25,7.76,42.56,12.5,13.97,2.08,2.81,16.86,8.96,4.49,123.27,201.72,324.99,Polish,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,115,Alberta,Brown,Oilseeds,20,Canola,bu,30,10.5,51.45,53.5,30.19,8.96,16.49,8.33,21.71,1.56,6.12,18.9,8.96,6.76,91.99,232.92,324.91,Argentine HT,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,116,Alberta,Dark Brown,Oilseeds,20,Canola,bu,35,10.5,57.75,63,30.19,10.45,15.49,15.63,23.25,1.56,5.1,14.3,8.96,7.55,98.13,253.23,351.36,Argentine HT,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,117,Alberta,Grey-Wooded (Peace Region),Oilseeds,20,Canola,bu,39,10.2,52.5,72,25.92,11.64,35.99,13.02,21.23,4.43,3.57,19.41,12.59,7.52,123.27,279.82,403.09,Argentine HT,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,118,Alberta,Grey-Wooded,Oilseeds,20,Canola,bu,44,10.5,51.45,88.5,25.92,13.14,24.8,23.44,22.18,2.08,5.61,24.52,12.59,8.29,155.91,302.51,458.42,Argentine HT,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,119,Alberta,Black,Oilseeds,20,Canola,bu,46,10.5,57.75,84.5,32.13,16.19,20.27,15.65,19.62,2.41,2.13,19.14,12.59,8.72,154.98,291.09,446.07,Argentine HT,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,120,Alberta,Irrigated,Oilseeds,20,Canola,bu,58,10.5,57.75,90.5,36.59,17.32,30.46,30.21,20.61,2.08,7.15,31.67,13.46,9.24,302.71,366.51,669.22,Argentine HT,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,121,Alberta,Brown,Oilseeds,21,Mustard,lb,661,0.35,23,34.5,13.21,3.95,13.87,8.85,16.15,1.04,3.06,13.79,7.18,3.54,91.99,142.15,234.14,Yellow,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,122,Alberta,Dark Brown,Oilseeds,21,Mustard,lb,706,0.35,24.15,41.5,13.21,4.22,13.87,11.46,14.61,1.56,4.59,13.79,8.96,3.94,98.13,155.86,253.99,Yellow,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,123,Alberta,Dark Brown,Oilseeds,22,Flax,bu,21,11.75,28.6,35,20.02,6.94,11.86,11.46,17.8,1.56,8.17,14.81,8.96,4.18,98.13,169.35,267.48,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,124,Alberta,Irrigated,Pulse crops,26,Beans (dry field),lb,2459,0.35,49.51,68.5,28.86,26.17,45.88,65.1,43.43,4.43,30.11,69.98,17.91,7.34,326.37,475.82,802.19,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,125,Alberta,Brown,Pulse crops,29,Chickpea,lb,1463,0.3,72,16.5,42.73,8.74,14.67,9.38,35.91,2.08,4.08,15.32,7.66,6.56,91.99,235.62,327.61,Kabuli,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,126,Alberta,Black,Pulse crops,31,Field Pea,bu,56,7,43.06,22.5,36.88,19.7,25.6,18.21,23.69,4.82,7.04,22.76,12.59,5.12,154.98,241.98,396.96,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,127,Alberta,Brown,Pulse crops,31,Field Pea,bu,45,7,39.75,15.5,37.1,15.83,14.81,11.2,20.75,2.34,2.04,13.54,8.96,4.62,91.99,186.43,278.42,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,128,Alberta,Dark Brown,Pulse crops,31,Field Pea,bu,48,7,39.09,15.5,37.1,16.89,15.41,14.06,20.75,1.82,3.06,12.51,8.96,4.58,98.13,189.73,287.86,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,129,Alberta,Grey-Wooded,Pulse crops,31,Field Pea,bu,50,7,39.75,20,37.1,17.59,25.67,21.09,22.88,3.65,5.1,23.24,12.59,4.84,155.91,233.5,389.41,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,130,Alberta,Grey-Wooded (Peace Region),Pulse crops,31,Field Pea,bu,50,6.8,36.44,17.5,37.1,17.59,36.07,13.54,22.88,3.13,5.1,15.32,8.96,4.55,123.27,218.18,341.45,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,131,Alberta,Brown,Pulse crops,32,Lentil,lb,1525,0.19,36,12,65.35,9.11,12.27,8.33,26.94,2.86,2.04,13.28,6.71,5.67,91.99,200.55,292.54,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,132,Alberta,Dark Brown,Pulse crops,32,Lentil,lb,1500,0.19,36,14,60.35,8.96,12.27,8.33,26.94,2.86,2.04,13.28,6.71,5.52,98.13,197.26,295.39,,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,133,Alberta,Black,Cover crops,48,Alfalfa (Medicago sativa L.),t,2.5,110,9,14,1.01,60.03,5.33,7.18,NA,3.21,3.84,11.38,6.27,1.2,107.53,122.46,229.99,Alfalfa Hay,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,134,Alberta,Grey-Wooded,Cover crops,48,Alfalfa (Medicago sativa L.),t,2.25,110,11,14,1.02,54.76,11.67,7.81,NA,1.56,17.35,17.88,6.27,1.3,71.97,144.63,216.6,Alfalfa Hay,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,135,Alberta,Irrigated,Cover crops,48,Alfalfa (Medicago sativa L.),t,4,110,15.4,21,1.22,97.29,45.34,35.42,NA,1.04,8.17,34.73,28.73,1.88,278.77,322.62,601.39,Alfalfa Hay,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,136,Alberta,Grey-Wooded (Peace Region),Cover crops,48,Alfalfa (Medicago sativa L.),t,2,110,11,12,1.02,48.64,19,8.33,19.58,1.04,0,10.22,5.84,1.2,54.78,137.88,192.66,Alfalfa Hay,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,137,Alberta,Brown,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),lb,661,0.35,23,34.5,13.21,3.95,13.87,8.85,16.15,1.04,3.06,13.79,7.18,3.54,91.99,142.15,234.14,Yellow,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,138,Alberta,Dark Brown,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),lb,706,0.35,24.15,41.5,13.21,4.22,13.87,11.46,14.61,1.56,4.59,13.79,8.96,3.94,98.13,155.86,253.99,Yellow,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,139,Alberta,Black,Cover crops,57,Barley (Hordeum vulgare),bu,83,5.25,25.88,62,36.12,23.9,20.54,17.19,17.43,5.89,2.56,24.31,10.34,6.2,154.98,252.35,407.33,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,140,Alberta,Black,Cover crops,57,Barley (Hordeum vulgare),bu,85,4.25,23.18,59,18.66,24.47,18.67,13.85,14.35,2.14,1.92,15,10.34,5.04,154.98,206.62,361.6,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,141,Alberta,Brown,Cover crops,57,Barley (Hordeum vulgare),bu,53,5.25,23,48,35.37,15.26,14.8,8.33,15.08,1.04,2.55,16.35,8.96,5.32,91.99,194.05,286.04,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,142,Alberta,Brown,Cover crops,57,Barley (Hordeum vulgare),bu,53,4.7,20.6,44.5,18.77,15.26,13.87,8.85,13.45,1.04,4.08,16.35,8.96,4.19,91.99,169.93,261.92,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,143,Alberta,Dark Brown,Cover crops,57,Barley (Hordeum vulgare),bu,63,5.25,23,55,35.37,18.14,14.23,13.02,16.9,2.6,6.12,13.28,8.96,5.67,98.13,212.28,310.41,Malt,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
2020,144,Alberta,Dark Brown,Cover crops,57,Barley (Hordeum vulgare),bu,63,4,20.6,49.5,18.77,18.14,13.34,12.5,11.51,2.08,6.12,12.51,8.96,4.44,98.13,178.48,276.61,Feed,\\letemci01-cifs.efs.agr.gc.ca\common\Group_Shares\GHG_Software\Economic Components\Crop Production Budget\Sources\Alberta\alberta 2020 crop planning guide.pdf
